target,date,season,holiday,weekday,workingday,weathersit,temp,atemp,TM1,TM2,TM3,TM4,TM5,TM6,TM7
0.51,2012-03-06,1,0,2,1,1,0.18,0.1818,0.51,0.51,0.44,0.44,0.37,0.37,0.35
0.51,2012-03-06,1,0,2,1,1,0.18,0.2121,0.51,0.51,0.51,0.44,0.44,0.37,0.37
0.55,2012-03-06,1,0,2,1,1,0.16,0.1818,0.51,0.51,0.51,0.51,0.44,0.44,0.37
0.59,2012-03-06,1,0,2,1,1,0.16,0.1818,0.55,0.51,0.51,0.51,0.51,0.44,0.44
0.47,2012-03-06,1,0,2,1,1,0.22,0.2727,0.59,0.55,0.51,0.51,0.51,0.51,0.44
0.44,2012-03-06,1,0,2,1,1,0.24,0.2576,0.47,0.59,0.55,0.51,0.51,0.51,0.51
0.41,2012-03-06,1,0,2,1,1,0.26,0.2576,0.44,0.47,0.59,0.55,0.51,0.51,0.51
0.41,2012-03-06,1,0,2,1,1,0.26,0.2727,0.41,0.44,0.47,0.59,0.55,0.51,0.51
0.39,2012-03-06,1,0,2,1,1,0.3,0.303,0.41,0.41,0.44,0.47,0.59,0.55,0.51
0.36,2012-03-06,1,0,2,1,1,0.32,0.303,0.39,0.41,0.41,0.44,0.47,0.59,0.55
0.36,2012-03-06,1,0,2,1,1,0.34,0.303,0.36,0.39,0.41,0.41,0.44,0.47,0.59
0.32,2012-03-06,1,0,2,1,1,0.36,0.3333,0.36,0.36,0.39,0.41,0.41,0.44,0.47
0.34,2012-03-06,1,0,2,1,1,0.36,0.3333,0.32,0.36,0.36,0.39,0.41,0.41,0.44
0.42,2012-03-06,1,0,2,1,1,0.34,0.303,0.34,0.32,0.36,0.36,0.39,0.41,0.41
0.46,2012-03-06,1,0,2,1,1,0.34,0.303,0.42,0.34,0.32,0.36,0.36,0.39,0.41
0.49,2012-03-06,1,0,2,1,1,0.32,0.3182,0.46,0.42,0.34,0.32,0.36,0.36,0.39
0.49,2012-03-06,1,0,2,1,1,0.32,0.3182,0.49,0.46,0.42,0.34,0.32,0.36,0.36
0.56,2012-03-06,1,0,2,1,1,0.28,0.2727,0.49,0.49,0.46,0.42,0.34,0.32,0.36
0.61,2012-03-06,1,0,2,1,1,0.28,0.2727,0.56,0.49,0.49,0.46,0.42,0.34,0.32
0.65,2012-03-07,1,0,3,1,1,0.28,0.2576,0.61,0.56,0.49,0.49,0.46,0.42,0.34
0.61,2012-03-07,1,0,3,1,1,0.3,0.2727,0.65,0.61,0.56,0.49,0.49,0.46,0.42
0.56,2012-03-07,1,0,3,1,1,0.3,0.2879,0.61,0.65,0.61,0.56,0.49,0.49,0.46
0.56,2012-03-07,1,0,3,1,1,0.3,0.2727,0.56,0.61,0.65,0.61,0.56,0.49,0.49
0.61,2012-03-07,1,0,3,1,1,0.28,0.2576,0.56,0.56,0.61,0.65,0.61,0.56,0.49
0.56,2012-03-07,1,0,3,1,1,0.28,0.2576,0.61,0.56,0.56,0.61,0.65,0.61,0.56
0.61,2012-03-07,1,0,3,1,1,0.28,0.2576,0.56,0.61,0.56,0.56,0.61,0.65,0.61
0.65,2012-03-07,1,0,3,1,1,0.26,0.2273,0.61,0.56,0.61,0.56,0.56,0.61,0.65
0.61,2012-03-07,1,0,3,1,1,0.28,0.2576,0.65,0.61,0.56,0.61,0.56,0.56,0.61
0.61,2012-03-07,1,0,3,1,1,0.3,0.2727,0.61,0.65,0.61,0.56,0.61,0.56,0.56
0.5,2012-03-07,1,0,3,1,1,0.36,0.3333,0.61,0.61,0.65,0.61,0.56,0.61,0.56
0.38,2012-03-07,1,0,3,1,1,0.42,0.4242,0.5,0.61,0.61,0.65,0.61,0.56,0.61
0.38,2012-03-07,1,0,3,1,1,0.44,0.4394,0.38,0.5,0.61,0.61,0.65,0.61,0.56
0.34,2012-03-07,1,0,3,1,1,0.5,0.4848,0.38,0.38,0.5,0.61,0.61,0.65,0.61
0.36,2012-03-07,1,0,3,1,1,0.52,0.5,0.34,0.38,0.38,0.5,0.61,0.61,0.65
0.37,2012-03-07,1,0,3,1,1,0.54,0.5152,0.36,0.34,0.38,0.38,0.5,0.61,0.61
0.37,2012-03-07,1,0,3,1,1,0.56,0.5303,0.37,0.36,0.34,0.38,0.38,0.5,0.61
0.43,2012-03-07,1,0,3,1,1,0.56,0.5303,0.37,0.37,0.36,0.34,0.38,0.38,0.5
0.4,2012-03-07,1,0,3,1,1,0.56,0.5303,0.43,0.37,0.37,0.36,0.34,0.38,0.38
0.42,2012-03-07,1,0,3,1,1,0.54,0.5152,0.4,0.43,0.37,0.37,0.36,0.34,0.38
0.51,2012-03-07,1,0,3,1,1,0.5,0.4848,0.42,0.4,0.43,0.37,0.37,0.36,0.34
0.62,2012-03-07,1,0,3,1,1,0.44,0.4394,0.51,0.42,0.4,0.43,0.37,0.37,0.36
0.59,2012-03-07,1,0,3,1,1,0.46,0.4545,0.62,0.51,0.42,0.4,0.43,0.37,0.37
0.62,2012-03-07,1,0,3,1,1,0.44,0.4394,0.59,0.62,0.51,0.42,0.4,0.43,0.37
0.62,2012-03-08,1,0,4,1,1,0.44,0.4394,0.62,0.59,0.62,0.51,0.42,0.4,0.43
0.63,2012-03-08,1,0,4,1,1,0.46,0.4545,0.62,0.62,0.59,0.62,0.51,0.42,0.4
0.63,2012-03-08,1,0,4,1,1,0.46,0.4545,0.63,0.62,0.62,0.59,0.62,0.51,0.42
0.63,2012-03-08,1,0,4,1,1,0.46,0.4545,0.63,0.63,0.62,0.62,0.59,0.62,0.51
0.72,2012-03-08,1,0,4,1,1,0.44,0.4394,0.63,0.63,0.63,0.62,0.62,0.59,0.62
0.77,2012-03-08,1,0,4,1,1,0.42,0.4242,0.72,0.63,0.63,0.63,0.62,0.62,0.59
0.77,2012-03-08,1,0,4,1,1,0.42,0.4242,0.77,0.72,0.63,0.63,0.63,0.62,0.62
0.77,2012-03-08,1,0,4,1,1,0.42,0.4242,0.77,0.77,0.72,0.63,0.63,0.63,0.62
0.77,2012-03-08,1,0,4,1,1,0.44,0.4394,0.77,0.77,0.77,0.72,0.63,0.63,0.63
0.72,2012-03-08,1,0,4,1,1,0.46,0.4545,0.77,0.77,0.77,0.77,0.72,0.63,0.63
0.68,2012-03-08,1,0,4,1,1,0.5,0.4848,0.72,0.77,0.77,0.77,0.77,0.72,0.63
0.6,2012-03-08,1,0,4,1,2,0.54,0.5152,0.68,0.72,0.77,0.77,0.77,0.77,0.72
0.6,2012-03-08,1,0,4,1,2,0.56,0.5303,0.6,0.68,0.72,0.77,0.77,0.77,0.77
0.49,2012-03-08,1,0,4,1,2,0.6,0.6212,0.6,0.6,0.68,0.72,0.77,0.77,0.77
0.43,2012-03-08,1,0,4,1,2,0.62,0.6212,0.49,0.6,0.6,0.68,0.72,0.77,0.77
0.38,2012-03-08,1,0,4,1,1,0.64,0.6212,0.43,0.49,0.6,0.6,0.68,0.72,0.77
0.41,2012-03-08,1,0,4,1,2,0.62,0.6212,0.38,0.43,0.49,0.6,0.6,0.68,0.72
0.38,2012-03-08,1,0,4,1,1,0.62,0.6212,0.41,0.38,0.43,0.49,0.6,0.6,0.68
0.38,2012-03-08,1,0,4,1,2,0.62,0.6212,0.38,0.41,0.38,0.43,0.49,0.6,0.6
0.4,2012-03-08,1,0,4,1,2,0.6,0.6212,0.38,0.38,0.41,0.38,0.43,0.49,0.6
0.43,2012-03-08,1,0,4,1,2,0.6,0.6212,0.4,0.38,0.38,0.41,0.38,0.43,0.49
0.43,2012-03-08,1,0,4,1,1,0.6,0.6212,0.43,0.4,0.38,0.38,0.41,0.38,0.43
0.49,2012-03-08,1,0,4,1,1,0.56,0.5303,0.43,0.43,0.4,0.38,0.38,0.41,0.38
0.49,2012-03-08,1,0,4,1,2,0.56,0.5303,0.49,0.43,0.43,0.4,0.38,0.38,0.41
0.49,2012-03-09,1,0,5,1,2,0.58,0.5455,0.49,0.49,0.43,0.43,0.4,0.38,0.38
0.52,2012-03-09,1,0,5,1,3,0.56,0.5303,0.49,0.49,0.49,0.43,0.43,0.4,0.38
0.77,2012-03-09,1,0,5,1,3,0.48,0.4697,0.52,0.49,0.49,0.49,0.43,0.43,0.4
0.77,2012-03-09,1,0,5,1,1,0.46,0.4545,0.77,0.52,0.49,0.49,0.49,0.43,0.43
0.66,2012-03-09,1,0,5,1,3,0.4,0.4091,0.77,0.77,0.52,0.49,0.49,0.49,0.43
0.66,2012-03-09,1,0,5,1,3,0.4,0.4091,0.66,0.77,0.77,0.52,0.49,0.49,0.49
0.5,2012-03-09,1,0,5,1,2,0.4,0.4091,0.66,0.66,0.77,0.77,0.52,0.49,0.49
0.4,2012-03-09,1,0,5,1,2,0.38,0.3939,0.5,0.66,0.66,0.77,0.77,0.52,0.49
0.42,2012-03-09,1,0,5,1,2,0.34,0.2879,0.4,0.5,0.66,0.66,0.77,0.77,0.52
0.42,2012-03-09,1,0,5,1,2,0.34,0.2879,0.42,0.4,0.5,0.66,0.66,0.77,0.77
0.36,2012-03-09,1,0,5,1,2,0.34,0.2879,0.42,0.42,0.4,0.5,0.66,0.66,0.77
0.34,2012-03-09,1,0,5,1,2,0.36,0.3333,0.36,0.42,0.42,0.4,0.5,0.66,0.66
0.34,2012-03-09,1,0,5,1,1,0.36,0.3333,0.34,0.36,0.42,0.42,0.4,0.5,0.66
0.29,2012-03-09,1,0,5,1,2,0.38,0.3939,0.34,0.34,0.36,0.42,0.42,0.4,0.5
0.28,2012-03-09,1,0,5,1,1,0.42,0.4242,0.29,0.34,0.34,0.36,0.42,0.42,0.4
0.24,2012-03-09,1,0,5,1,1,0.46,0.4545,0.28,0.29,0.34,0.34,0.36,0.42,0.42
0.23,2012-03-09,1,0,5,1,1,0.48,0.4697,0.24,0.28,0.29,0.34,0.34,0.36,0.42
0.24,2012-03-09,1,0,5,1,1,0.46,0.4545,0.23,0.24,0.28,0.29,0.34,0.34,0.36
0.26,2012-03-09,1,0,5,1,1,0.44,0.4394,0.24,0.23,0.24,0.28,0.29,0.34,0.34
0.28,2012-03-09,1,0,5,1,1,0.42,0.4242,0.26,0.24,0.23,0.24,0.28,0.29,0.34
0.32,2012-03-09,1,0,5,1,1,0.38,0.3939,0.28,0.26,0.24,0.23,0.24,0.28,0.29
0.34,2012-03-09,1,0,5,1,1,0.36,0.3333,0.32,0.28,0.26,0.24,0.23,0.24,0.28
0.31,2012-03-09,1,0,5,1,1,0.34,0.2879,0.34,0.32,0.28,0.26,0.24,0.23,0.24
0.33,2012-03-09,1,0,5,1,1,0.32,0.303,0.31,0.34,0.32,0.28,0.26,0.24,0.23
0.36,2012-03-10,1,0,6,0,1,0.3,0.2727,0.33,0.31,0.34,0.32,0.28,0.26,0.24
0.36,2012-03-10,1,0,6,0,1,0.3,0.2879,0.36,0.33,0.31,0.34,0.32,0.28,0.26
0.41,2012-03-10,1,0,6,0,1,0.26,0.2424,0.36,0.36,0.33,0.31,0.34,0.32,0.28
0.41,2012-03-10,1,0,6,0,1,0.26,0.2273,0.41,0.36,0.36,0.33,0.31,0.34,0.32
0.41,2012-03-10,1,0,6,0,1,0.24,0.2121,0.41,0.41,0.36,0.36,0.33,0.31,0.34
0.42,2012-03-10,1,0,6,0,1,0.22,0.2121,0.41,0.41,0.41,0.36,0.36,0.33,0.31
0.44,2012-03-10,1,0,6,0,1,0.22,0.2121,0.42,0.41,0.41,0.41,0.36,0.36,0.33
0.44,2012-03-10,1,0,6,0,1,0.22,0.2121,0.44,0.42,0.41,0.41,0.41,0.36,0.36
0.44,2012-03-10,1,0,6,0,1,0.22,0.2121,0.44,0.44,0.42,0.41,0.41,0.41,0.36
0.41,2012-03-10,1,0,6,0,1,0.24,0.2121,0.44,0.44,0.44,0.42,0.41,0.41,0.41
0.35,2012-03-10,1,0,6,0,1,0.26,0.2273,0.41,0.44,0.44,0.44,0.42,0.41,0.41
0.33,2012-03-10,1,0,6,0,1,0.3,0.2727,0.35,0.41,0.44,0.44,0.44,0.42,0.41
0.33,2012-03-10,1,0,6,0,1,0.3,0.2727,0.33,0.35,0.41,0.44,0.44,0.44,0.42
0.29,2012-03-10,1,0,6,0,1,0.32,0.303,0.33,0.33,0.35,0.41,0.44,0.44,0.44
0.27,2012-03-10,1,0,6,0,1,0.34,0.3182,0.29,0.33,0.33,0.35,0.41,0.44,0.44
0.25,2012-03-10,1,0,6,0,1,0.34,0.3636,0.27,0.29,0.33,0.33,0.35,0.41,0.44
0.23,2012-03-10,1,0,6,0,1,0.36,0.3636,0.25,0.27,0.29,0.33,0.33,0.35,0.41
0.23,2012-03-10,1,0,6,0,1,0.36,0.3788,0.23,0.25,0.27,0.29,0.33,0.33,0.35
0.21,2012-03-10,1,0,6,0,1,0.36,0.3636,0.23,0.23,0.25,0.27,0.29,0.33,0.33
0.25,2012-03-10,1,0,6,0,1,0.34,0.3636,0.21,0.23,0.23,0.25,0.27,0.29,0.33
0.33,2012-03-10,1,0,6,0,1,0.32,0.3333,0.25,0.21,0.23,0.23,0.25,0.27,0.29
0.39,2012-03-10,1,0,6,0,1,0.3,0.2879,0.33,0.25,0.21,0.23,0.23,0.25,0.27
0.44,2012-03-10,1,0,6,0,1,0.26,0.2576,0.39,0.33,0.25,0.21,0.23,0.23,0.25
0.41,2012-03-10,1,0,6,0,1,0.26,0.2576,0.44,0.39,0.33,0.25,0.21,0.23,0.23
0.44,2012-03-11,1,0,0,0,1,0.26,0.2879,0.41,0.44,0.39,0.33,0.25,0.21,0.23
0.52,2012-03-11,1,0,0,0,1,0.24,0.2424,0.44,0.41,0.44,0.39,0.33,0.25,0.21
0.6,2012-03-11,1,0,0,0,1,0.24,0.2424,0.52,0.44,0.41,0.44,0.39,0.33,0.25
0.6,2012-03-11,1,0,0,0,1,0.24,0.2424,0.6,0.52,0.44,0.41,0.44,0.39,0.33
0.6,2012-03-11,1,0,0,0,1,0.24,0.2424,0.6,0.6,0.52,0.44,0.41,0.44,0.39
0.7,2012-03-11,1,0,0,0,1,0.24,0.2424,0.6,0.6,0.6,0.52,0.44,0.41,0.44
0.69,2012-03-11,1,0,0,0,1,0.22,0.2273,0.7,0.6,0.6,0.6,0.52,0.44,0.41
0.69,2012-03-11,1,0,0,0,1,0.22,0.2273,0.69,0.7,0.6,0.6,0.6,0.52,0.44
0.6,2012-03-11,1,0,0,0,1,0.26,0.2576,0.69,0.69,0.7,0.6,0.6,0.6,0.52
0.49,2012-03-11,1,0,0,0,1,0.32,0.303,0.6,0.69,0.69,0.7,0.6,0.6,0.6
0.43,2012-03-11,1,0,0,0,1,0.36,0.3333,0.49,0.6,0.69,0.69,0.7,0.6,0.6
0.37,2012-03-11,1,0,0,0,1,0.4,0.4091,0.43,0.49,0.6,0.69,0.69,0.7,0.6
0.41,2012-03-11,1,0,0,0,1,0.42,0.4242,0.37,0.43,0.49,0.6,0.69,0.69,0.7
0.31,2012-03-11,1,0,0,0,1,0.46,0.4545,0.41,0.37,0.43,0.49,0.6,0.69,0.69
0.29,2012-03-11,1,0,0,0,1,0.5,0.4848,0.31,0.41,0.37,0.43,0.49,0.6,0.69
0.31,2012-03-11,1,0,0,0,1,0.5,0.4848,0.29,0.31,0.41,0.37,0.43,0.49,0.6
0.27,2012-03-11,1,0,0,0,1,0.52,0.5,0.31,0.29,0.31,0.41,0.37,0.43,0.49
0.29,2012-03-11,1,0,0,0,1,0.52,0.5,0.27,0.31,0.29,0.31,0.41,0.37,0.43
0.31,2012-03-11,1,0,0,0,1,0.5,0.4848,0.29,0.27,0.31,0.29,0.31,0.41,0.37
0.47,2012-03-11,1,0,0,0,1,0.44,0.4394,0.31,0.29,0.27,0.31,0.29,0.31,0.41
0.54,2012-03-11,1,0,0,0,1,0.42,0.4242,0.47,0.31,0.29,0.27,0.31,0.29,0.31
0.54,2012-03-11,1,0,0,0,1,0.4,0.4091,0.54,0.47,0.31,0.29,0.27,0.31,0.29
0.5,2012-03-11,1,0,0,0,1,0.4,0.4091,0.54,0.54,0.47,0.31,0.29,0.27,0.31
0.54,2012-03-12,1,0,1,1,1,0.38,0.3939,0.5,0.54,0.54,0.47,0.31,0.29,0.27
0.5,2012-03-12,1,0,1,1,1,0.38,0.3939,0.54,0.5,0.54,0.54,0.47,0.31,0.29
0.54,2012-03-12,1,0,1,1,1,0.38,0.3939,0.5,0.54,0.5,0.54,0.54,0.47,0.31
0.5,2012-03-12,1,0,1,1,1,0.36,0.3485,0.54,0.5,0.54,0.5,0.54,0.54,0.47
0.61,2012-03-12,1,0,1,1,1,0.34,0.3333,0.5,0.54,0.5,0.54,0.5,0.54,0.54
0.61,2012-03-12,1,0,1,1,1,0.34,0.3333,0.61,0.5,0.54,0.5,0.54,0.5,0.54
0.57,2012-03-12,1,0,1,1,1,0.34,0.3485,0.61,0.61,0.5,0.54,0.5,0.54,0.5
0.53,2012-03-12,1,0,1,1,1,0.34,0.3485,0.57,0.61,0.61,0.5,0.54,0.5,0.54
0.61,2012-03-12,1,0,1,1,1,0.34,0.3333,0.53,0.57,0.61,0.61,0.5,0.54,0.5
0.54,2012-03-12,1,0,1,1,1,0.38,0.3939,0.61,0.53,0.57,0.61,0.61,0.5,0.54
0.5,2012-03-12,1,0,1,1,1,0.4,0.4091,0.54,0.61,0.53,0.57,0.61,0.61,0.5
0.44,2012-03-12,1,0,1,1,1,0.44,0.4394,0.5,0.54,0.61,0.53,0.57,0.61,0.61
0.39,2012-03-12,1,0,1,1,1,0.48,0.4697,0.44,0.5,0.54,0.61,0.53,0.57,0.61
0.32,2012-03-12,1,0,1,1,2,0.54,0.5152,0.39,0.44,0.5,0.54,0.61,0.53,0.57
0.32,2012-03-12,1,0,1,1,2,0.58,0.5455,0.32,0.39,0.44,0.5,0.54,0.61,0.53
0.4,2012-03-12,1,0,1,1,1,0.56,0.5303,0.32,0.32,0.39,0.44,0.5,0.54,0.61
0.35,2012-03-12,1,0,1,1,1,0.62,0.6212,0.4,0.32,0.32,0.39,0.44,0.5,0.54
0.38,2012-03-12,1,0,1,1,2,0.62,0.6212,0.35,0.4,0.32,0.32,0.39,0.44,0.5
0.43,2012-03-12,1,0,1,1,2,0.6,0.6212,0.38,0.35,0.4,0.32,0.32,0.39,0.44
0.49,2012-03-12,1,0,1,1,2,0.56,0.5303,0.43,0.38,0.35,0.4,0.32,0.32,0.39
0.49,2012-03-12,1,0,1,1,2,0.56,0.5303,0.49,0.43,0.38,0.35,0.4,0.32,0.32
0.56,2012-03-12,1,0,1,1,2,0.54,0.5152,0.49,0.49,0.43,0.38,0.35,0.4,0.32
0.56,2012-03-12,1,0,1,1,2,0.56,0.5303,0.56,0.49,0.49,0.43,0.38,0.35,0.4
0.56,2012-03-12,1,0,1,1,1,0.56,0.5303,0.56,0.56,0.49,0.49,0.43,0.38,0.35
0.52,2012-03-13,1,0,2,1,2,0.56,0.5303,0.56,0.56,0.56,0.49,0.49,0.43,0.38
0.59,2012-03-13,1,0,2,1,2,0.52,0.5,0.52,0.56,0.56,0.56,0.49,0.49,0.43
0.72,2012-03-13,1,0,2,1,3,0.52,0.5,0.59,0.52,0.56,0.56,0.56,0.49,0.49
0.72,2012-03-13,1,0,2,1,3,0.52,0.5,0.72,0.59,0.52,0.56,0.56,0.56,0.49
0.82,2012-03-13,1,0,2,1,2,0.46,0.4545,0.72,0.72,0.59,0.52,0.56,0.56,0.56
0.82,2012-03-13,1,0,2,1,2,0.46,0.4545,0.82,0.72,0.72,0.59,0.52,0.56,0.56
0.82,2012-03-13,1,0,2,1,3,0.46,0.4545,0.82,0.82,0.72,0.72,0.59,0.52,0.56
0.82,2012-03-13,1,0,2,1,2,0.46,0.4545,0.82,0.82,0.82,0.72,0.72,0.59,0.52
0.82,2012-03-13,1,0,2,1,1,0.46,0.4545,0.82,0.82,0.82,0.82,0.72,0.72,0.59
0.82,2012-03-13,1,0,2,1,1,0.48,0.4697,0.82,0.82,0.82,0.82,0.82,0.72,0.72
0.77,2012-03-13,1,0,2,1,1,0.52,0.5,0.82,0.82,0.82,0.82,0.82,0.82,0.72
0.73,2012-03-13,1,0,2,1,1,0.54,0.5152,0.77,0.82,0.82,0.82,0.82,0.82,0.82
0.6,2012-03-13,1,0,2,1,1,0.6,0.6061,0.73,0.77,0.82,0.82,0.82,0.82,0.82
0.6,2012-03-13,1,0,2,1,1,0.6,0.6061,0.6,0.73,0.77,0.82,0.82,0.82,0.82
0.53,2012-03-13,1,0,2,1,1,0.64,0.6212,0.6,0.6,0.73,0.77,0.82,0.82,0.82
0.39,2012-03-13,1,0,2,1,1,0.7,0.6364,0.53,0.6,0.6,0.73,0.77,0.82,0.82
0.34,2012-03-13,1,0,2,1,1,0.72,0.6515,0.39,0.53,0.6,0.6,0.73,0.77,0.82
0.37,2012-03-13,1,0,2,1,1,0.7,0.6364,0.34,0.39,0.53,0.6,0.6,0.73,0.77
0.34,2012-03-13,1,0,2,1,1,0.7,0.6364,0.37,0.34,0.39,0.53,0.6,0.6,0.73
0.47,2012-03-13,1,0,2,1,1,0.64,0.6212,0.34,0.37,0.34,0.39,0.53,0.6,0.6
0.49,2012-03-13,1,0,2,1,1,0.6,0.6212,0.47,0.34,0.37,0.34,0.39,0.53,0.6
0.56,2012-03-13,1,0,2,1,1,0.58,0.5455,0.49,0.47,0.34,0.37,0.34,0.39,0.53
0.6,2012-03-13,1,0,2,1,1,0.56,0.5303,0.56,0.49,0.47,0.34,0.37,0.34,0.39
0.56,2012-03-13,1,0,2,1,1,0.56,0.5303,0.6,0.56,0.49,0.47,0.34,0.37,0.34
0.6,2012-03-14,1,0,3,1,1,0.54,0.5152,0.56,0.6,0.56,0.49,0.47,0.34,0.37
0.63,2012-03-14,1,0,3,1,1,0.52,0.5,0.6,0.56,0.6,0.56,0.49,0.47,0.34
0.68,2012-03-14,1,0,3,1,1,0.5,0.4848,0.63,0.6,0.56,0.6,0.56,0.49,0.47
0.72,2012-03-14,1,0,3,1,1,0.48,0.4697,0.68,0.63,0.6,0.56,0.6,0.56,0.49
0.67,2012-03-14,1,0,3,1,1,0.48,0.4697,0.72,0.68,0.63,0.6,0.56,0.6,0.56
0.82,2012-03-14,1,0,3,1,1,0.44,0.4394,0.67,0.72,0.68,0.63,0.6,0.56,0.6
0.82,2012-03-14,1,0,3,1,1,0.44,0.4394,0.82,0.67,0.72,0.68,0.63,0.6,0.56
0.82,2012-03-14,1,0,3,1,1,0.44,0.4394,0.82,0.82,0.67,0.72,0.68,0.63,0.6
0.82,2012-03-14,1,0,3,1,1,0.44,0.4394,0.82,0.82,0.82,0.67,0.72,0.68,0.63
0.68,2012-03-14,1,0,3,1,1,0.52,0.5,0.82,0.82,0.82,0.82,0.67,0.72,0.68
0.56,2012-03-14,1,0,3,1,1,0.56,0.5303,0.68,0.82,0.82,0.82,0.82,0.67,0.72
0.41,2012-03-14,1,0,3,1,2,0.62,0.6212,0.56,0.68,0.82,0.82,0.82,0.82,0.67
0.29,2012-03-14,1,0,3,1,2,0.64,0.6212,0.41,0.56,0.68,0.82,0.82,0.82,0.82
0.27,2012-03-14,1,0,3,1,1,0.66,0.6212,0.29,0.41,0.56,0.68,0.82,0.82,0.82
0.23,2012-03-14,1,0,3,1,1,0.7,0.6364,0.27,0.29,0.41,0.56,0.68,0.82,0.82
0.24,2012-03-14,1,0,3,1,1,0.7,0.6364,0.23,0.27,0.29,0.41,0.56,0.68,0.82
0.25,2012-03-14,1,0,3,1,1,0.72,0.6364,0.24,0.23,0.27,0.29,0.41,0.56,0.68
0.28,2012-03-14,1,0,3,1,1,0.7,0.6364,0.25,0.24,0.23,0.27,0.29,0.41,0.56
0.32,2012-03-14,1,0,3,1,1,0.7,0.6364,0.28,0.25,0.24,0.23,0.27,0.29,0.41
0.33,2012-03-14,1,0,3,1,1,0.64,0.6212,0.32,0.28,0.25,0.24,0.23,0.27,0.29
0.35,2012-03-14,1,0,3,1,1,0.62,0.6212,0.33,0.32,0.28,0.25,0.24,0.23,0.27
0.4,2012-03-14,1,0,3,1,1,0.6,0.6212,0.35,0.33,0.32,0.28,0.25,0.24,0.23
0.55,2012-03-14,1,0,3,1,1,0.52,0.5,0.4,0.35,0.33,0.32,0.28,0.25,0.24
0.43,2012-03-14,1,0,3,1,1,0.56,0.5303,0.55,0.4,0.35,0.33,0.32,0.28,0.25
0.49,2012-03-15,1,0,4,1,1,0.54,0.5152,0.43,0.55,0.4,0.35,0.33,0.32,0.28
0.59,2012-03-15,1,0,4,1,1,0.5,0.4848,0.49,0.43,0.55,0.4,0.35,0.33,0.32
0.59,2012-03-15,1,0,4,1,1,0.5,0.4848,0.59,0.49,0.43,0.55,0.4,0.35,0.33
0.63,2012-03-15,1,0,4,1,1,0.5,0.4848,0.59,0.59,0.49,0.43,0.55,0.4,0.35
0.77,2012-03-15,1,0,4,1,1,0.44,0.4394,0.63,0.59,0.59,0.49,0.43,0.55,0.4
0.67,2012-03-15,1,0,4,1,1,0.46,0.4545,0.77,0.63,0.59,0.59,0.49,0.43,0.55
0.72,2012-03-15,1,0,4,1,1,0.44,0.4394,0.67,0.77,0.63,0.59,0.59,0.49,0.43
0.72,2012-03-15,1,0,4,1,1,0.44,0.4394,0.72,0.67,0.77,0.63,0.59,0.59,0.49
0.77,2012-03-15,1,0,4,1,1,0.44,0.4394,0.72,0.72,0.67,0.77,0.63,0.59,0.59
0.77,2012-03-15,1,0,4,1,1,0.48,0.4697,0.77,0.72,0.72,0.67,0.77,0.63,0.59
0.68,2012-03-15,1,0,4,1,1,0.52,0.5,0.77,0.77,0.72,0.72,0.67,0.77,0.63
0.6,2012-03-15,1,0,4,1,1,0.56,0.5303,0.68,0.77,0.77,0.72,0.72,0.67,0.77
0.5,2012-03-15,1,0,4,1,2,0.62,0.6212,0.6,0.68,0.77,0.77,0.72,0.72,0.67
0.41,2012-03-15,1,0,4,1,2,0.66,0.6212,0.5,0.6,0.68,0.77,0.77,0.72,0.72
0.3,2012-03-15,1,0,4,1,2,0.72,0.6515,0.41,0.5,0.6,0.68,0.77,0.77,0.72
0.32,2012-03-15,1,0,4,1,1,0.72,0.6515,0.3,0.41,0.5,0.6,0.68,0.77,0.77
0.37,2012-03-15,1,0,4,1,1,0.72,0.6515,0.32,0.3,0.41,0.5,0.6,0.68,0.77
0.39,2012-03-15,1,0,4,1,1,0.7,0.6364,0.37,0.32,0.3,0.41,0.5,0.6,0.68
0.44,2012-03-15,1,0,4,1,1,0.66,0.6212,0.39,0.37,0.32,0.3,0.41,0.5,0.6
0.5,2012-03-15,1,0,4,1,2,0.64,0.6212,0.44,0.39,0.37,0.32,0.3,0.41,0.5
0.6,2012-03-15,1,0,4,1,2,0.58,0.5455,0.5,0.44,0.39,0.37,0.32,0.3,0.41
0.68,2012-03-15,1,0,4,1,1,0.54,0.5152,0.6,0.5,0.44,0.39,0.37,0.32,0.3
0.68,2012-03-15,1,0,4,1,1,0.52,0.5,0.68,0.6,0.5,0.44,0.39,0.37,0.32
0.72,2012-03-15,1,0,4,1,1,0.48,0.4697,0.68,0.68,0.6,0.5,0.44,0.39,0.37
0.77,2012-03-16,1,0,5,1,1,0.44,0.4394,0.72,0.68,0.68,0.6,0.5,0.44,0.39
0.82,2012-03-16,1,0,5,1,2,0.42,0.4242,0.77,0.72,0.68,0.68,0.6,0.5,0.44
0.82,2012-03-16,1,0,5,1,2,0.42,0.4242,0.82,0.77,0.72,0.68,0.68,0.6,0.5
0.87,2012-03-16,1,0,5,1,2,0.4,0.4091,0.82,0.82,0.77,0.72,0.68,0.68,0.6
0.87,2012-03-16,1,0,5,1,2,0.4,0.4091,0.87,0.82,0.82,0.77,0.72,0.68,0.68
0.87,2012-03-16,1,0,5,1,2,0.4,0.4091,0.87,0.87,0.82,0.82,0.77,0.72,0.68
