target,Tm1,Tm2,Tm3,Tm4,Tm5,Tm6,Tm7,Tm8,Tm9,Tm10,Tm11,Tm12,Tm13,Tm14,Tm15,Tm16,Tm17,Tm18,Tm19,Tm20,trend,skew,mean,stddev,hurst,serialcorr,date
113.0,123.0,132.0,111.0,116.0,90.0,76.0,66.6,62.6,63.4,60.9,60.9,61.7,61.7,63.4,70.2,71.3,85.8,87.2,91.6,115.0,2.0594240786581497,0.740041224362685,83.515,23.7625374110284,0.0202136094560588,0.000563445535752716,1973-06-26
98.0,113.0,123.0,132.0,111.0,116.0,90.0,76.0,66.6,62.6,63.4,60.9,60.9,61.7,61.7,63.4,70.2,71.3,85.8,87.2,91.6,2.32337065632401,0.743051175254302,83.415,23.626886446544198,0.11615875672897899,0.000108736426634448,1973-06-27
87.2,98.0,113.0,123.0,132.0,111.0,116.0,90.0,76.0,66.6,62.6,63.4,60.9,60.9,61.7,61.7,63.4,70.2,71.3,85.8,87.2,2.27619787380051,0.697042218169131,83.735,23.7863798931458,0.132856249272294,6.70086827061489e-05,1973-06-28
78.8,87.2,98.0,113.0,123.0,132.0,111.0,116.0,90.0,76.0,66.6,62.6,63.4,60.9,60.9,61.7,61.7,63.4,70.2,71.3,85.8,2.13597301882304,0.697042218169131,83.735,23.7863798931458,0.100445056745696,6.22144138190395e-05,1973-06-29
69.0,78.8,87.2,98.0,113.0,123.0,132.0,111.0,116.0,90.0,76.0,66.6,62.6,63.4,60.9,60.9,61.7,61.7,63.4,70.2,71.3,2.18996810154061,0.740069732132445,83.385,23.805887706063103,0.11314251066605302,6.26210268671601e-05,1973-06-30
63.4,69.0,78.8,87.2,98.0,113.0,123.0,132.0,111.0,116.0,90.0,76.0,66.6,62.6,63.4,60.9,60.9,61.7,61.7,63.4,70.2,2.15402648003879,0.743882156474215,83.27,23.872801083638002,0.0906677520723014,8.04924433239762e-05,1973-07-01
61.7,63.4,69.0,78.8,87.2,98.0,113.0,123.0,132.0,111.0,116.0,90.0,76.0,66.6,62.6,63.4,60.9,60.9,61.7,61.7,63.4,2.1492818654875,0.7433990694160829,82.93,24.1159283462196,0.0878646797487175,0.000105334382881406,1973-07-02
62.6,61.7,63.4,69.0,78.8,87.2,98.0,113.0,123.0,132.0,111.0,116.0,90.0,76.0,66.6,62.6,63.4,60.9,60.9,61.7,61.7,2.14101752984458,0.7392059417082241,82.845,24.191265822715103,0.0645520081771927,0.00011561702888518401,1973-07-03
62.6,62.6,61.7,63.4,69.0,78.8,87.2,98.0,113.0,123.0,132.0,111.0,116.0,90.0,76.0,66.6,62.6,63.4,60.9,60.9,61.7,2.13592365570443,0.741638840228364,82.89,24.1506652409193,0.0406188934786041,0.000113497169093923,1973-07-04
64.3,62.6,62.6,61.7,63.4,69.0,78.8,87.2,98.0,113.0,123.0,132.0,111.0,116.0,90.0,76.0,66.6,62.6,63.4,60.9,60.9,2.13231437603608,0.7441371159600308,82.935,24.1099078781885,0.0400577690879482,0.000118091239827978,1973-07-05
76.0,64.3,62.6,62.6,61.7,63.4,69.0,78.8,87.2,98.0,113.0,123.0,132.0,111.0,116.0,90.0,76.0,66.6,62.6,63.4,60.9,2.11886776927525,0.753154803733592,83.105,23.957868172448503,0.0420208588906857,0.00011702385891498899,1973-07-06
84.4,76.0,64.3,62.6,62.6,61.7,63.4,69.0,78.8,87.2,98.0,113.0,123.0,132.0,111.0,116.0,90.0,76.0,66.6,62.6,63.4,2.07584659387343,0.747960863073135,83.86,23.4539055214803,0.0132289482541938,0.000106287210876355,1973-07-07
84.4,84.4,76.0,64.3,62.6,62.6,61.7,63.4,69.0,78.8,87.2,98.0,113.0,123.0,132.0,111.0,116.0,90.0,76.0,66.6,62.6,1.9749773723311699,0.695193641157902,84.91,22.954483566167898,0.0493099076488302,0.000128148368211178,1973-07-08
84.4,84.4,84.4,76.0,64.3,62.6,62.6,61.7,63.4,69.0,78.8,87.2,98.0,113.0,123.0,132.0,111.0,116.0,90.0,76.0,66.6,1.90352338782803,0.656722622442231,86.0,22.348931447434,0.121697518400858,0.00012995308383201298,1973-07-09
66.6,84.4,84.4,84.4,76.0,64.3,62.6,62.6,61.7,63.4,69.0,78.8,87.2,98.0,113.0,123.0,132.0,111.0,116.0,90.0,76.0,1.8944664839915402,0.611698031975803,86.89,21.885320723213,0.165846998275496,0.000103150452233636,1973-07-10
54.9,66.6,84.4,84.4,84.4,76.0,64.3,62.6,62.6,61.7,63.4,69.0,78.8,87.2,98.0,113.0,123.0,132.0,111.0,116.0,90.0,2.01214919666364,0.614079355098802,86.42,22.2297240553937,0.21063935953166898,0.000141515738327769,1973-07-11
52.5,54.9,66.6,84.4,84.4,84.4,76.0,64.3,62.6,62.6,61.7,63.4,69.0,78.8,87.2,98.0,113.0,123.0,132.0,111.0,116.0,2.41461451567579,0.63217295383742,84.665,23.2923586973112,0.14967488401578,0.000247623187590196,1973-07-12
52.5,52.5,54.9,66.6,84.4,84.4,84.4,76.0,64.3,62.6,62.6,61.7,63.4,69.0,78.8,87.2,98.0,113.0,123.0,132.0,111.0,2.34391339341046,0.7918284054966942,81.49,23.123510478344397,0.17393378018798702,0.000222875267030243,1973-07-13
55.7,52.5,52.5,54.9,66.6,84.4,84.4,84.4,76.0,64.3,62.6,62.6,61.7,63.4,69.0,78.8,87.2,98.0,113.0,123.0,132.0,2.9226990872785596,0.986190029425859,78.565,22.893006861438998,0.0364498001021467,0.000764497739665693,1973-07-14
55.7,55.7,52.5,52.5,54.9,66.6,84.4,84.4,84.4,76.0,64.3,62.6,62.6,61.7,63.4,69.0,78.8,87.2,98.0,113.0,123.0,2.5155417919939302,0.9942925942507891,74.75,19.647056830611103,-0.00102067706157505,0.00116127618409856,1973-07-15
59.1,55.7,55.7,52.5,52.5,54.9,66.6,84.4,84.4,84.4,76.0,64.3,62.6,62.6,61.7,63.4,69.0,78.8,87.2,98.0,113.0,2.10240789535385,0.8862071454103551,71.385,16.4516924421327,-0.0305003353670811,0.0020686930711291103,1973-07-16
64.3,59.1,55.7,55.7,52.5,52.5,54.9,66.6,84.4,84.4,84.4,76.0,64.3,62.6,62.6,61.7,63.4,69.0,78.8,87.2,98.0,1.84398742710509,0.6084257737325911,68.69,13.409262313396402,-0.026473054616128998,0.00142942317147465,1973-07-17
47.7,64.3,59.1,55.7,55.7,52.5,52.5,54.9,66.6,84.4,84.4,84.4,76.0,64.3,62.6,62.6,61.7,63.4,69.0,78.8,87.2,1.62916891967266,0.521009616318657,67.005,11.5160517265433,-0.0395513959105226,0.00101255970731751,1973-07-18
44.0,47.7,64.3,59.1,55.7,55.7,52.5,52.5,54.9,66.6,84.4,84.4,84.4,76.0,64.3,62.6,62.6,61.7,63.4,69.0,78.8,1.6028932920714098,0.519636082882035,65.03,11.254477471561902,0.0163211164265148,0.00296518973706161,1973-07-19
41.7,44.0,47.7,64.3,59.1,55.7,55.7,52.5,52.5,54.9,66.6,84.4,84.4,84.4,76.0,64.3,62.6,62.6,61.7,63.4,69.0,1.5217395451837599,0.522472830868105,63.29,11.6950236830615,0.0464931154793277,0.00125330672512491,1973-07-20
41.7,41.7,44.0,47.7,64.3,59.1,55.7,55.7,52.5,52.5,54.9,66.6,84.4,84.4,84.4,76.0,64.3,62.6,62.6,61.7,63.4,1.64463479893779,0.478644127779795,61.925,12.5550524533059,0.0547643410829815,0.0006595265014720519,1973-07-21
43.2,41.7,41.7,44.0,47.7,64.3,59.1,55.7,55.7,52.5,52.5,54.9,66.6,84.4,84.4,84.4,76.0,64.3,62.6,62.6,61.7,1.74575956431547,0.462067042619008,60.84,13.334340312851902,0.0519807943535211,0.000373696541631774,1973-07-22
41.7,43.2,41.7,41.7,44.0,47.7,64.3,59.1,55.7,55.7,52.5,52.5,54.9,66.6,84.4,84.4,84.4,76.0,64.3,62.6,62.6,1.8225946222234801,0.502594053880304,59.915,13.9011652294634,0.0556783695011468,0.00023400363084125097,1973-07-23
47.7,41.7,43.2,41.7,41.7,44.0,47.7,64.3,59.1,55.7,55.7,52.5,52.5,54.9,66.6,84.4,84.4,84.4,76.0,64.3,62.6,1.8908920020056,0.560859251961601,58.87,14.4629144620592,0.11149308383609301,0.000194657376873297,1973-07-24
52.5,47.7,41.7,43.2,41.7,41.7,44.0,47.7,64.3,59.1,55.7,55.7,52.5,52.5,54.9,66.6,84.4,84.4,84.4,76.0,64.3,1.92232606082885,0.672263261145682,58.125,14.643298269533599,0.13239667333476898,0.000136284346999971,1973-07-25
54.9,52.5,47.7,41.7,43.2,41.7,41.7,44.0,47.7,64.3,59.1,55.7,55.7,52.5,52.5,54.9,66.6,84.4,84.4,84.4,76.0,2.0442140148874097,0.7927519209479269,57.535,14.619103399679698,0.087490510222729,0.000173713761084215,1973-07-26
57.4,54.9,52.5,47.7,41.7,43.2,41.7,41.7,44.0,47.7,64.3,59.1,55.7,55.7,52.5,52.5,54.9,66.6,84.4,84.4,84.4,2.02299897280593,1.01760687684353,56.48,13.963056519559801,0.0414008052400579,0.000513494409812187,1973-07-27
54.9,57.4,54.9,52.5,47.7,41.7,43.2,41.7,41.7,44.0,47.7,64.3,59.1,55.7,55.7,52.5,52.5,54.9,66.6,84.4,84.4,1.7714248066867,1.18898715091896,55.13,12.331478760515802,-0.00763376876579681,0.0017764618784510398,1973-07-28
45.4,54.9,57.4,54.9,52.5,47.7,41.7,43.2,41.7,41.7,44.0,47.7,64.3,59.1,55.7,55.7,52.5,52.5,54.9,66.6,84.4,1.45736782626271,1.2642937860347199,53.655,10.231657528938,-0.0888667049224408,0.0158126419527296,1973-07-29
41.7,45.4,54.9,57.4,54.9,52.5,47.7,41.7,43.2,41.7,41.7,44.0,47.7,64.3,59.1,55.7,55.7,52.5,52.5,54.9,66.6,1.28624332226233,0.222979201123693,51.705,7.38379983477342,0.0110268965698594,0.0128866277352501,1973-07-30
40.2,41.7,45.4,54.9,57.4,54.9,52.5,47.7,41.7,43.2,41.7,41.7,44.0,47.7,64.3,59.1,55.7,55.7,52.5,52.5,54.9,1.23725875839755,0.118140447484329,50.46,6.81765509927215,0.0897371917622549,0.0040580456911945,1973-07-31
40.2,40.2,41.7,45.4,54.9,57.4,54.9,52.5,47.7,41.7,43.2,41.7,41.7,44.0,47.7,64.3,59.1,55.7,55.7,52.5,52.5,1.28056410360958,0.24826919876984302,49.725,7.100324306900211,0.094835418506806,0.00268264677446028,1973-08-01
38.9,40.2,40.2,41.7,45.4,54.9,57.4,54.9,52.5,47.7,41.7,43.2,41.7,41.7,44.0,47.7,64.3,59.1,55.7,55.7,52.5,1.32963533615594,0.35966035515356304,49.11,7.37470070757558,0.0906509207302435,0.00177423448151925,1973-08-02
39.6,38.9,40.2,40.2,41.7,45.4,54.9,57.4,54.9,52.5,47.7,41.7,43.2,41.7,41.7,44.0,47.7,64.3,59.1,55.7,55.7,1.4028283871671599,0.461636817983159,48.43,7.6668871059079,0.0799032833737234,0.00170264145631305,1973-08-03
46.2,39.6,38.9,40.2,40.2,41.7,45.4,54.9,57.4,54.9,52.5,47.7,41.7,43.2,41.7,41.7,44.0,47.7,64.3,59.1,55.7,1.41133534237017,0.650400023504521,47.625,7.7084966791606995,0.0789137910892997,0.00147792156060211,1973-08-04
64.3,46.2,39.6,38.9,40.2,40.2,41.7,45.4,54.9,57.4,54.9,52.5,47.7,41.7,43.2,41.7,41.7,44.0,47.7,64.3,59.1,1.39121403822978,0.841018841381945,47.15,7.47384914569672,-0.0270572782314863,0.00270525010321188,1973-08-05
67.8,64.3,46.2,39.6,38.9,40.2,40.2,41.7,45.4,54.9,57.4,54.9,52.5,47.7,41.7,43.2,41.7,41.7,44.0,47.7,64.3,1.4576555847187098,0.9435807586260709,47.41,7.98445199648733,-0.224524187617332,0.0659299802070383,1973-08-06
63.4,67.8,64.3,46.2,39.6,38.9,40.2,40.2,41.7,45.4,54.9,57.4,54.9,52.5,47.7,41.7,43.2,41.7,41.7,44.0,47.7,1.4573273462380298,1.0789405994488799,47.585,8.40158349736274,-0.0545790704464209,0.00506604550900358,1973-08-07
61.7,63.4,67.8,64.3,46.2,39.6,38.9,40.2,40.2,41.7,45.4,54.9,57.4,54.9,52.5,47.7,41.7,43.2,41.7,41.7,44.0,1.6064647265065102,0.86085529670587,48.37,9.11598364932369,0.0722080504292962,0.00104566394238959,1973-08-08
65.5,61.7,63.4,67.8,64.3,46.2,39.6,38.9,40.2,40.2,41.7,45.4,54.9,57.4,54.9,52.5,47.7,41.7,43.2,41.7,41.7,1.648672438863,0.622394194324806,49.255,9.51964589124705,0.11559462041556699,0.000619119375520616,1973-08-09
57.4,65.5,61.7,63.4,67.8,64.3,46.2,39.6,38.9,40.2,40.2,41.7,45.4,54.9,57.4,54.9,52.5,47.7,41.7,43.2,41.7,1.72168263567074,0.423446007607154,50.445,10.0009196945502,0.0793861975468597,0.000680384169466919,1973-08-10
55.7,57.4,65.5,61.7,63.4,67.8,64.3,46.2,39.6,38.9,40.2,40.2,41.7,45.4,54.9,57.4,54.9,52.5,47.7,41.7,43.2,1.69328587191351,0.24862383114705303,51.23,9.893969455125038,0.135483702029939,0.000401689264545979,1973-08-11
53.3,55.7,57.4,65.5,61.7,63.4,67.8,64.3,46.2,39.6,38.9,40.2,40.2,41.7,45.4,54.9,57.4,54.9,52.5,47.7,41.7,1.56814901938588,0.0973120403993543,51.855,9.753837301557938,0.160055087086895,0.000479103843211703,1973-08-12
49.3,53.3,55.7,57.4,65.5,61.7,63.4,67.8,64.3,46.2,39.6,38.9,40.2,40.2,41.7,45.4,54.9,57.4,54.9,52.5,47.7,1.54796013886447,-0.0152582653989884,52.435,9.45862318900478,0.138613457482807,0.000325072369838475,1973-08-13
47.0,49.3,53.3,55.7,57.4,65.5,61.7,63.4,67.8,64.3,46.2,39.6,38.9,40.2,40.2,41.7,45.4,54.9,57.4,54.9,52.5,1.55915031975829,-0.0367000142292093,52.515,9.423167139946552,0.122578220902135,0.000301305850794686,1973-08-14
43.2,47.0,49.3,53.3,55.7,57.4,65.5,61.7,63.4,67.8,64.3,46.2,39.6,38.9,40.2,40.2,41.7,45.4,54.9,57.4,54.9,1.56175442264658,0.0427616297897827,52.24,9.50353950683085,0.0875570451026792,0.000321033796147896,1973-08-15
42.4,43.2,47.0,49.3,53.3,55.7,57.4,65.5,61.7,63.4,67.8,64.3,46.2,39.6,38.9,40.2,40.2,41.7,45.4,54.9,57.4,1.59896041489613,0.181445184503197,51.655,9.68946660853397,0.0255216444976891,0.00041089917783721,1973-08-16
41.0,42.4,43.2,47.0,49.3,53.3,55.7,57.4,65.5,61.7,63.4,67.8,64.3,46.2,39.6,38.9,40.2,40.2,41.7,45.4,54.9,1.6089338287176498,0.354978314156309,50.905,9.80126066005367,-0.0370488850640858,0.000342281299193559,1973-08-17
39.6,41.0,42.4,43.2,47.0,49.3,53.3,55.7,57.4,65.5,61.7,63.4,67.8,64.3,46.2,39.6,38.9,40.2,40.2,41.7,45.4,1.75966750748535,0.49322467990974,50.21,9.99399293259917,-0.009887880358995309,0.00021910937553781798,1973-08-18
39.6,39.6,41.0,42.4,43.2,47.0,49.3,53.3,55.7,57.4,65.5,61.7,63.4,67.8,64.3,46.2,39.6,38.9,40.2,40.2,41.7,1.81865719204618,0.49348096820051596,49.92,10.222452069625401,-0.00130539800391435,0.000243535654088523,1973-08-19
36.4,39.6,39.6,41.0,42.4,43.2,47.0,49.3,53.3,55.7,57.4,65.5,61.7,63.4,67.8,64.3,46.2,39.6,38.9,40.2,40.2,1.8367856217891698,0.484005307851687,49.815,10.3216316029671,-0.00487216888336976,0.00025053932085550295,1973-08-20
35.7,36.4,39.6,39.6,41.0,42.4,43.2,47.0,49.3,53.3,55.7,57.4,65.5,61.7,63.4,67.8,64.3,46.2,39.6,38.9,40.2,1.8757507057985499,0.43962168311197897,49.625,10.540591963802099,0.0217552801924363,0.000302349819264136,1973-08-21
37.6,35.7,36.4,39.6,39.6,41.0,42.4,43.2,47.0,49.3,53.3,55.7,57.4,65.5,61.7,63.4,67.8,64.3,46.2,39.6,38.9,1.90687907118321,0.393241935930245,49.4,10.797270610278302,0.0748623293073098,0.000294255557703793,1973-08-22
44.0,37.6,35.7,36.4,39.6,39.6,41.0,42.4,43.2,47.0,49.3,53.3,55.7,57.4,65.5,61.7,63.4,67.8,64.3,46.2,39.6,1.92015781952676,0.38365569959372997,49.335,10.8674925689803,0.1254213902721,0.00022127646688763198,1973-08-23
55.7,44.0,37.6,35.7,36.4,39.6,39.6,41.0,42.4,43.2,47.0,49.3,53.3,55.7,57.4,65.5,61.7,63.4,67.8,64.3,46.2,1.97097709773089,0.37224693308633605,49.555,10.70334305867,0.10056574158177803,0.000109928829344685,1973-08-24
70.2,55.7,44.0,37.6,35.7,36.4,39.6,39.6,41.0,42.4,43.2,47.0,49.3,53.3,55.7,57.4,65.5,61.7,63.4,67.8,64.3,3.1689397937352,0.24237682272370398,50.03,10.757279053347002,-0.0347502308943612,0.000108562653245436,1973-08-25
63.4,70.2,55.7,44.0,37.6,35.7,36.4,39.6,39.6,41.0,42.4,43.2,47.0,49.3,53.3,55.7,57.4,65.5,61.7,63.4,67.8,2.53075237915846,0.333277324182154,50.325,11.239304857695197,-0.0709367295296111,0.000953902312485599,1973-08-26
53.3,63.4,70.2,55.7,44.0,37.6,35.7,36.4,39.6,39.6,41.0,42.4,43.2,47.0,49.3,53.3,55.7,57.4,65.5,61.7,63.4,1.95209804169121,0.296954199783776,50.105,10.917705320885197,0.0738807739318974,0.000385402136569679,1973-08-27
50.9,53.3,63.4,70.2,55.7,44.0,37.6,35.7,36.4,39.6,39.6,41.0,42.4,43.2,47.0,49.3,53.3,55.7,57.4,65.5,61.7,1.80078153446897,0.37420950423182503,49.6,10.4958137018126,0.150261667465205,0.000350245702639862,1973-08-28
52.5,50.9,53.3,63.4,70.2,55.7,44.0,37.6,35.7,36.4,39.6,39.6,41.0,42.4,43.2,47.0,49.3,53.3,55.7,57.4,65.5,1.62651535502398,0.490665712090224,49.06,10.111296444545301,0.0903577974896112,0.000712490578670955,1973-08-29
51.7,52.5,50.9,53.3,63.4,70.2,55.7,44.0,37.6,35.7,36.4,39.6,39.6,41.0,42.4,43.2,47.0,49.3,53.3,55.7,57.4,1.57675312451178,0.538794262261063,48.41,9.391031555916019,0.0835800982481147,0.000414495273488358,1973-08-30
47.7,51.7,52.5,50.9,53.3,63.4,70.2,55.7,44.0,37.6,35.7,36.4,39.6,39.6,41.0,42.4,43.2,47.0,49.3,53.3,55.7,1.54083896265739,0.622683677749186,48.125,9.18814310316347,0.0576586317842478,0.00041562737465794503,1973-08-31
41.7,47.7,51.7,52.5,50.9,53.3,63.4,70.2,55.7,44.0,37.6,35.7,36.4,39.6,39.6,41.0,42.4,43.2,47.0,49.3,53.3,1.5174524137296102,0.764215465417024,47.725,9.013491349959212,0.0614437308669639,0.000407979187419083,1973-09-01
38.3,41.7,47.7,51.7,52.5,50.9,53.3,63.4,70.2,55.7,44.0,37.6,35.7,36.4,39.6,39.6,41.0,42.4,43.2,47.0,49.3,1.5167110132879698,0.9348330213940771,47.145,9.00908751732032,0.0828308756037822,0.00046474269902729804,1973-09-02
37.0,38.3,41.7,47.7,51.7,52.5,50.9,53.3,63.4,70.2,55.7,44.0,37.6,35.7,36.4,39.6,39.6,41.0,42.4,43.2,47.0,1.5130633809554601,1.01215679266256,46.595,9.20425959742782,0.0687352055495034,0.0004936317473206441,1973-09-03
40.2,37.0,38.3,41.7,47.7,51.7,52.5,50.9,53.3,63.4,70.2,55.7,44.0,37.6,35.7,36.4,39.6,39.6,41.0,42.4,43.2,1.5566555900280703,1.04188103893288,46.095,9.44944860546733,0.0593653857183673,0.000427608134807689,1973-09-04
49.3,40.2,37.0,38.3,41.7,47.7,51.7,52.5,50.9,53.3,63.4,70.2,55.7,44.0,37.6,35.7,36.4,39.6,39.6,41.0,42.4,1.56754640238083,1.05564857837105,45.945,9.52135964417289,0.0070155435298564295,0.000339198325307821,1973-09-05
44.7,49.3,40.2,37.0,38.3,41.7,47.7,51.7,52.5,50.9,53.3,63.4,70.2,55.7,44.0,37.6,35.7,36.4,39.6,39.6,41.0,1.5536953635500401,0.952519230686323,46.29,9.51115134986296,-0.0581426652663749,0.00048780341994225705,1973-09-06
38.3,44.7,49.3,40.2,37.0,38.3,41.7,47.7,51.7,52.5,50.9,53.3,63.4,70.2,55.7,44.0,37.6,35.7,36.4,39.6,39.6,1.45770391474019,0.923581344932807,46.475,9.43854778080433,0.00929224773818908,0.000605523864941837,1973-09-07
35.1,38.3,44.7,49.3,40.2,37.0,38.3,41.7,47.7,51.7,52.5,50.9,53.3,63.4,70.2,55.7,44.0,37.6,35.7,36.4,39.6,1.44106947113978,0.9149639578685509,46.41,9.49270634140815,0.0536944155095116,0.0009434225080329211,1973-09-08
35.1,35.1,38.3,44.7,49.3,40.2,37.0,38.3,41.7,47.7,51.7,52.5,50.9,53.3,63.4,70.2,55.7,44.0,37.6,35.7,36.4,1.44362379073238,0.8586855298117791,46.185,9.71338062457632,0.0891104991853316,0.0012535399425469599,1973-09-09
35.1,35.1,35.1,38.3,44.7,49.3,40.2,37.0,38.3,41.7,47.7,51.7,52.5,50.9,53.3,63.4,70.2,55.7,44.0,37.6,35.7,1.44517962378739,0.83555827456976,46.12,9.786381515038881,0.107715032709016,0.00123130899917578,1973-09-10
50.9,35.1,35.1,35.1,38.3,44.7,49.3,40.2,37.0,38.3,41.7,47.7,51.7,52.5,50.9,53.3,63.4,70.2,55.7,44.0,37.6,1.45394801027304,0.824394767566141,46.09,9.820863934555481,0.14356356541637,0.00100199260163414,1973-09-11
60.9,50.9,35.1,35.1,35.1,38.3,44.7,49.3,40.2,37.0,38.3,41.7,47.7,51.7,52.5,50.9,53.3,63.4,70.2,55.7,44.0,1.4742581946669098,0.6961129234838062,46.755,9.664774618223259,0.0479072623971922,0.00137269543306218,1973-09-12
60.0,60.9,50.9,35.1,35.1,35.1,38.3,44.7,49.3,40.2,37.0,38.3,41.7,47.7,51.7,52.5,50.9,53.3,63.4,70.2,55.7,1.43676580637611,0.493612858452156,47.6,10.1384105470755,0.00306101647618039,0.0018751110139969601,1973-09-13
42.4,60.0,60.9,50.9,35.1,35.1,35.1,38.3,44.7,49.3,40.2,37.0,38.3,41.7,47.7,51.7,52.5,50.9,53.3,63.4,70.2,1.578403048127,0.465164392241021,47.815,10.362344532514198,-0.0263596967243527,0.00316746909035637,1973-09-14
44.0,42.4,60.0,60.9,50.9,35.1,35.1,35.1,38.3,44.7,49.3,40.2,37.0,38.3,41.7,47.7,51.7,52.5,50.9,53.3,63.4,1.40697131301543,0.346983277457844,46.425,8.97299310504348,0.0778652476757518,0.0103807065367145,1973-09-15
43.2,44.0,42.4,60.0,60.9,50.9,35.1,35.1,35.1,38.3,44.7,49.3,40.2,37.0,38.3,41.7,47.7,51.7,52.5,50.9,53.3,1.10939759054648,0.345823851912367,45.455,8.04163344234569,0.11113130848487598,0.00664684302214014,1973-09-16
42.4,43.2,44.0,42.4,60.0,60.9,50.9,35.1,35.1,35.1,38.3,44.7,49.3,40.2,37.0,38.3,41.7,47.7,51.7,52.5,50.9,1.0807920971539,0.516713309357926,44.95,7.83759495871291,0.0910521800335862,0.00737563348408665,1973-09-17
35.1,42.4,43.2,44.0,42.4,60.0,60.9,50.9,35.1,35.1,35.1,38.3,44.7,49.3,40.2,37.0,38.3,41.7,47.7,51.7,52.5,1.06807211222948,0.681950107703,44.525,7.72765879981226,0.0420747084570248,0.0100714230874623,1973-09-18
33.8,35.1,42.4,43.2,44.0,42.4,60.0,60.9,50.9,35.1,35.1,35.1,38.3,44.7,49.3,40.2,37.0,38.3,41.7,47.7,51.7,1.07281164824183,0.864219581068863,43.655,7.761950039845179,0.0280662712282559,0.0187267358300279,1973-09-19
33.8,33.8,35.1,42.4,43.2,44.0,42.4,60.0,60.9,50.9,35.1,35.1,35.1,38.3,44.7,49.3,40.2,37.0,38.3,41.7,47.7,1.06080860726124,1.03296463504554,42.76,7.81728179975892,-0.000720079506691755,0.0134211879112837,1973-09-20
33.8,33.8,33.8,35.1,42.4,43.2,44.0,42.4,60.0,60.9,50.9,35.1,35.1,35.1,38.3,44.7,49.3,40.2,37.0,38.3,41.7,1.09909032707054,1.15375578503324,42.065,7.97134836378652,0.00553419134127831,0.0073020378180314,1973-09-21
33.2,33.8,33.8,33.8,35.1,42.4,43.2,44.0,42.4,60.0,60.9,50.9,35.1,35.1,35.1,38.3,44.7,49.3,40.2,37.0,38.3,1.1341751905488,1.1594713802546999,41.67,8.18330135413768,0.0351522080107725,0.00533578932765832,1973-09-22
32.6,33.2,33.8,33.8,33.8,35.1,42.4,43.2,44.0,42.4,60.0,60.9,50.9,35.1,35.1,35.1,38.3,44.7,49.3,40.2,37.0,1.16095366686408,1.1245343351758401,41.415,8.37114561737929,0.0765970048214207,0.00450989418219194,1973-09-23
39.8,32.6,33.2,33.8,33.8,33.8,35.1,42.4,43.2,44.0,42.4,60.0,60.9,50.9,35.1,35.1,35.1,38.3,44.7,49.3,40.2,1.19380225335307,1.08319083415053,41.195,8.549205872631191,0.0629716479826464,0.0032526521861006,1973-09-24
30.2,39.8,32.6,33.2,33.8,33.8,33.8,35.1,42.4,43.2,44.0,42.4,60.0,60.9,50.9,35.1,35.1,35.1,38.3,44.7,49.3,1.26530500201058,1.0891313614490998,41.175,8.552123466687888,-0.0814102434332338,0.0026569737933485,1973-09-25
29.0,30.2,39.8,32.6,33.2,33.8,33.8,33.8,35.1,42.4,43.2,44.0,42.4,60.0,60.9,50.9,35.1,35.1,35.1,38.3,44.7,1.24620547946735,1.23432879262017,40.22,8.66278185536749,-0.0354940567560143,0.00439490167406031,1973-09-26
29.0,29.0,30.2,39.8,32.6,33.2,33.8,33.8,33.8,35.1,42.4,43.2,44.0,42.4,60.0,60.9,50.9,35.1,35.1,35.1,38.3,1.2497621119195401,1.2796397919064901,39.435,8.94228717946365,0.00457420346573665,0.0025146935532167603,1973-09-27
29.0,29.0,29.0,30.2,39.8,32.6,33.2,33.8,33.8,33.8,35.1,42.4,43.2,44.0,42.4,60.0,60.9,50.9,35.1,35.1,35.1,1.29693250408298,1.2368017930714899,38.97,9.241217737027839,0.0372784790556607,0.0017949420425695801,1973-09-28
30.2,29.0,29.0,29.0,30.2,39.8,32.6,33.2,33.8,33.8,33.8,35.1,42.4,43.2,44.0,42.4,60.0,60.9,50.9,35.1,35.1,1.3295192808194098,1.1879389405873602,38.665,9.47341293471255,0.0940478332188403,0.00138189029343583,1973-09-29
31.4,30.2,29.0,29.0,29.0,30.2,39.8,32.6,33.2,33.8,33.8,33.8,35.1,42.4,43.2,44.0,42.4,60.0,60.9,50.9,35.1,1.35184434397106,1.17444460094726,38.42,9.632488884253288,0.156434354319077,0.00106328537240996,1973-09-30
30.2,31.4,30.2,29.0,29.0,29.0,30.2,39.8,32.6,33.2,33.8,33.8,33.8,35.1,42.4,43.2,44.0,42.4,60.0,60.9,50.9,1.6479627624519801,1.17826666034641,38.235,9.73459782101151,0.0654632391212636,0.0005671309676678059,1973-10-01
32.6,30.2,31.4,30.2,29.0,29.0,29.0,30.2,39.8,32.6,33.2,33.8,33.8,33.8,35.1,42.4,43.2,44.0,42.4,60.0,60.9,1.7899089160721,1.47825952505297,37.2,9.41225405074626,-0.0685771354022493,0.00297560097511274,1973-10-02
32.6,32.6,30.2,31.4,30.2,29.0,29.0,29.0,30.2,39.8,32.6,33.2,33.8,33.8,33.8,35.1,42.4,43.2,44.0,42.4,60.0,1.44925241986045,1.72889328794572,35.785,7.618003260974,-0.178192831014266,0.0279365274986378,1973-10-03
